timestep,start_lane,end_lane
27:32:00,4,14
27:32:00,17,1
27:33:00,9,1
27:37:00,6,7
27:38:00,17,18
27:41:00,22,7
27:41:00,21,8
27:42:00,11,18
27:42:00,10,19
27:44:00,3,18
27:48:00,9,1
27:49:00,17,1
27:49:00,16,2
27:49:00,15,8
27:51:00,6,7
27:54:00,4,14
27:56:00,22,7
27:57:00,21,8
27:59:00,10,19
27:59:00,11,18
28:01:00,12,13
28:01:00,20,14
28:01:00,4,14
28:04:00,5,13
28:09:00,3,18
28:10:00,6,7
28:13:00,22,7
28:13:00,21,8
28:14:00,20,14
28:16:00,12,13
28:23:00,17,1
28:23:00,16,2
28:24:00,4,14
28:24:00,5,13
28:27:00,5,13
28:28:00,22,1
28:28:00,21,8
28:29:00,15,8
28:30:00,17,18
28:34:00,10,19
28:34:00,11,18
28:37:00,11,18
28:39:00,4,14
28:39:00,16,2
28:39:00,15,8
28:41:00,16,2
28:44:00,22,7
28:44:00,21,8
28:47:00,11,18
28:47:00,10,19
28:51:00,4,14
28:51:00,17,1
28:51:00,15,8
28:51:00,5,13
28:55:00,22,7
28:55:00,21,8
29:02:00,10,19
29:03:00,11,18
29:04:00,3,18
29:06:00,15,8
29:07:00,17,18
29:07:00,16,2
29:10:00,22,7
29:10:00,21,8
29:14:00,10,19
29:14:00,17,1
29:16:00,10,19
29:16:00,16,2
29:17:00,11,18
29:20:00,15,8
29:22:00,12,13
29:22:00,11,18
29:23:00,22,7
29:24:00,21,8
29:27:00,10,19
29:29:00,11,18
29:32:00,17,1
29:32:00,15,8
29:36:00,12,13
29:37:00,10,18
29:38:00,22,7
29:38:00,21,8
29:38:00,6,7
29:44:00,17,1
29:44:00,16,2
29:44:00,15,8
29:44:00,4,14
29:45:00,5,13
29:50:00,22,7
29:50:00,21,8
29:52:00,12,13
29:54:00,10,19
29:54:00,11,18
29:56:00,15,8
29:56:00,17,18
29:57:00,12,13
29:58:00,16,2
30:02:00,5,13
30:03:00,4,14
30:04:00,22,7
30:04:00,21,8
30:06:00,10,19
30:06:00,9,2
30:06:00,11,18
30:12:00,16,2
30:13:00,17,1
30:13:00,5,13
30:16:00,15,8
30:18:00,22,7
30:18:00,21,8
30:18:00,10,19
30:20:00,11,18
30:22:00,9,2
30:23:00,15,8
30:24:00,6,7
30:28:00,16,2
30:30:00,22,7
30:30:00,21,8
30:32:00,11,18
30:32:00,10,19
30:34:00,10,19
30:37:00,4,14
30:38:00,5,13
30:38:00,17,1
30:44:00,11,18
30:44:00,22,7
30:44:00,21,8
30:46:00,10,19
30:52:00,4,14
30:54:00,6,7
30:54:00,9,2
30:59:00,22,1
31:01:00,15,8
31:04:00,21,8
31:04:00,22,7
31:05:00,4,14
31:06:00,10,19
31:07:00,11,18
31:09:00,6,7
31:09:00,21,8
31:09:00,22,7
31:09:00,17,18
31:10:00,9,1
31:11:00,22,7
31:12:00,21,8
31:13:00,11,18
31:13:00,21,8
31:18:00,3,18
31:23:00,10,19
31:24:00,11,18
31:25:00,6,7
31:25:00,22,7
31:25:00,21,8
31:27:00,17,18
31:33:00,11,18
31:33:00,10,19
31:35:00,21,8
31:36:00,22,7
31:37:00,15,8
31:38:00,16,2
31:38:00,17,1
31:41:00,3,18
31:50:00,20,14
31:51:00,22,7
31:51:00,21,8
31:55:00,11,18
31:55:00,10,19
31:59:00,17,1
31:59:00,16,2
32:00:00,15,8
32:01:00,4,14
32:02:00,5,13
32:04:00,6,7
32:06:00,3,18
32:10:00,22,7
32:10:00,21,8
32:14:00,11,18
32:14:00,10,19
32:15:00,6,7
32:15:00,20,13
32:17:00,5,13
32:18:00,17,1
32:20:00,16,2
32:20:00,15,8
32:25:00,22,7
32:25:00,21,8
32:25:00,20,13
32:27:00,10,19
32:27:00,11,18
32:32:00,17,1
32:32:00,16,2
32:38:00,17,18
32:39:00,3,18
32:40:00,22,7
32:41:00,11,18
32:45:00,10,19
32:45:00,21,8
32:48:00,20,13
32:49:00,5,13
32:52:00,17,1
32:55:00,21,8
32:56:00,11,18
33:01:00,16,2
33:05:00,22,7
33:05:00,21,8
33:08:00,11,18
33:11:00,20,13
33:11:00,10,19
33:14:00,9,2
33:16:00,6,7
33:16:00,16,2
33:18:00,15,8
33:23:00,20,13
33:27:00,11,18
33:29:00,10,19
33:29:00,22,7
33:29:00,21,8
33:35:00,5,13
33:35:00,4,14
33:35:00,3,18
33:37:00,15,8
33:39:00,17,1
33:42:00,11,18
33:44:00,22,7
33:45:00,12,13
33:45:00,10,19
33:46:00,21,8
33:50:00,20,14
33:50:00,4,14
33:57:00,15,8
33:58:00,11,18
33:58:00,17,1
34:01:00,10,19
34:02:00,22,7
34:02:00,21,8
34:08:00,4,14
34:09:00,12,13
34:10:00,3,18
34:15:00,22,7
34:15:00,21,8
34:16:00,10,19
34:16:00,11,18
34:21:00,16,2
34:23:00,17,1
34:23:00,4,14
34:26:00,22,7
34:26:00,21,8
34:27:00,11,18
34:27:00,10,19
34:29:00,12,13
34:31:00,17,18
34:33:00,16,2
34:36:00,4,14
34:40:00,22,7
34:41:00,10,19
34:44:00,21,8
34:44:00,17,18
34:44:00,16,2
34:46:00,4,14
34:48:00,17,18
34:53:00,11,18
34:54:00,10,19
34:54:00,9,2
35:01:00,22,7
35:01:00,21,8
35:02:00,15,8
35:05:00,5,13
35:05:00,17,1
35:08:00,11,18
35:08:00,16,2
35:09:00,17,18
35:09:00,3,18
35:12:00,10,19
35:17:00,22,7
35:17:00,21,8
35:23:00,15,8
35:25:00,11,18
35:25:00,22,7
35:26:00,10,19
35:28:00,21,8
35:28:00,11,18
35:30:00,15,8
35:35:00,4,14
35:35:00,22,7
35:35:00,21,8
35:37:00,6,7
35:39:00,6,7
35:40:00,10,19
35:42:00,11,18
35:43:00,15,8
35:46:00,6,7
35:47:00,3,18
35:50:00,6,7
35:50:00,4,14
35:52:00,22,7
35:52:00,21,8
35:52:00,10,19
35:53:00,11,18
35:57:00,17,18
35:59:00,16,2
36:00:00,15,8
36:04:00,20,14
36:05:00,6,7
36:05:00,4,14
36:05:00,5,13
36:09:00,12,13
36:11:00,17,1
36:13:00,22,7
36:13:00,21,8
36:13:00,16,2
36:13:00,17,18
36:15:00,11,18
36:16:00,10,19
36:18:00,22,7
36:18:00,21,8
36:20:00,12,13
36:22:00,17,18
36:22:00,15,8
36:26:00,5,13
36:27:00,12,13
36:29:00,10,19
36:32:00,11,18
36:34:00,15,8
36:36:00,17,1
36:41:00,22,7
36:43:00,21,8
36:48:00,12,13
36:49:00,6,7
36:50:00,4,14
36:50:00,11,18
36:51:00,10,19
36:52:00,9,2
36:53:00,17,1
36:53:00,15,8
36:55:00,16,2
36:59:00,22,7
37:01:00,22,1
37:01:00,21,8
37:02:00,11,18
37:04:00,10,19
37:04:00,9,1
37:05:00,21,8
37:12:00,11,18
37:12:00,10,19
37:14:00,3,18
37:17:00,15,8
37:21:00,10,19
37:23:00,11,18
37:23:00,22,7
37:23:00,21,8
37:24:00,17,18
37:27:00,6,7
37:27:00,4,14
37:27:00,15,8
37:29:00,3,18
37:33:00,11,18
37:33:00,10,19
37:33:00,22,7
37:33:00,21,8
37:38:00,4,14
37:38:00,17,1
37:38:00,15,8
37:39:00,16,2
37:41:00,22,7
37:41:00,21,8
37:44:00,11,18
37:44:00,10,19
37:51:00,20,14
37:52:00,16,2
37:56:00,5,13
37:56:00,12,13
37:56:00,4,14
37:57:00,11,18
37:57:00,10,19
38:00:00,22,7
38:00:00,21,8
38:04:00,17,1
38:04:00,15,8
38:04:00,12,13
38:05:00,16,2
38:07:00,11,18
38:07:00,3,18
38:08:00,4,14
38:13:00,15,8
38:14:00,21,8
38:15:00,17,1
38:18:00,22,7
38:17:00,12,13
38:18:00,16,2
38:21:00,11,18
38:21:00,10,19
38:23:00,6,7
38:26:00,11,18
38:26:00,22,7
38:26:00,21,8
38:29:00,17,1
38:29:00,16,2
38:30:00,15,8
38:37:00,4,14
38:39:00,22,7
38:39:00,21,8
38:40:00,11,18
38:40:00,10,19
38:46:00,15,8
38:47:00,17,1
38:47:00,16,2
38:50:00,4,14
38:55:00,22,7
38:55:00,11,18
38:57:00,10,19
38:57:00,21,8
38:59:00,17,1
38:59:00,16,2
39:02:00,22,7
39:02:00,21,8
39:05:00,11,18
39:05:00,22,7
39:05:00,21,8
39:06:00,10,19
39:09:00,17,1
39:09:00,15,8
39:14:00,11,18
39:16:00,22,1
39:16:00,10,19
39:20:00,17,1
39:20:00,15,8
39:21:00,16,2
39:21:00,5,13
39:21:00,4,14
39:24:00,22,1
39:28:00,11,18
39:28:00,10,19
39:28:00,21,8
39:32:00,15,8
39:33:00,17,1
39:33:00,16,2
39:35:00,11,18
39:40:00,10,19
39:40:00,20,13
39:40:00,22,7
39:40:00,21,8
39:43:00,17,1
39:46:00,15,8
39:50:00,21,8
39:50:00,22,1
39:51:00,11,18
39:52:00,10,19
39:53:00,22,7
39:55:00,15,8
39:56:00,9,2
39:58:00,17,1
39:58:00,16,2
39:59:00,11,18
40:08:00,10,19
40:06:00,20,14
40:06:00,21,8
40:09:00,22,7
40:08:00,10,19
40:13:00,17,1
40:13:00,16,2
40:13:00,15,8
40:19:00,20,13
40:21:00,21,8
40:21:00,22,7
40:24:00,11,18
40:26:00,10,19
40:27:00,12,13
40:27:00,9,2
40:27:00,16,2
40:27:00,17,1
40:29:00,6,7
40:32:00,15,8
40:35:00,4,14
40:35:00,5,13
40:40:00,22,7
40:40:00,21,8
40:41:00,12,14
40:42:00,11,18
40:42:00,10,19
40:44:00,12,14
40:44:00,9,2
40:44:00,15,8
40:44:00,17,1
40:47:00,16,2
40:52:00,4,14
40:53:00,22,1
40:55:00,21,8
40:54:00,10,19
40:56:00,11,18
40:56:00,12,13
41:01:00,17,18
41:01:00,20,14
41:05:00,16,2
41:05:00,15,8
41:07:00,17,1
41:08:00,4,14
41:13:00,12,13
41:14:00,22,7
41:15:00,21,8
41:14:00,10,19
41:16:00,11,18
41:18:00,12,13
41:19:00,15,8
41:21:00,3,18
41:21:00,16,2
41:22:00,12,13
41:23:00,17,1
41:30:00,22,1
41:30:00,9,2
41:31:00,12,13
41:31:00,21,8
41:32:00,11,18
41:35:00,20,13
41:37:00,17,1
41:37:00,16,2
41:40:00,15,8
41:45:00,21,8
41:45:00,22,7
41:45:00,12,13
41:46:00,21,8
41:50:00,10,19
41:51:00,11,18
41:52:00,5,13
41:52:00,16,2
41:52:00,15,8
41:52:00,12,13
41:57:00,12,14
41:59:00,22,1
42:01:00,21,8
42:01:00,11,18
42:02:00,10,19
42:03:00,12,13
42:04:00,6,7
42:07:00,15,8
42:10:00,22,7
42:10:00,15,8
42:11:00,15,8
42:16:00,22,1
42:16:00,21,8
42:16:00,20,14
42:20:00,11,18
42:20:00,10,19
42:23:00,9,2
42:23:00,15,8
42:24:00,16,2
42:28:00,17,1
42:29:00,11,18
42:30:00,11,18
42:30:00,10,19
42:33:00,10,19
42:33:00,22,7
42:33:00,21,8
42:34:00,10,19
42:34:00,11,18
42:35:00,17,1
42:35:00,15,8
42:45:00,22,7
42:45:00,21,8
42:46:00,11,18
42:48:00,10,19
42:50:00,6,7
42:50:00,16,2
42:50:00,15,8
42:51:00,4,14
42:57:00,22,7
42:58:00,12,13
43:01:00,21,8
43:01:00,11,18
43:01:00,10,19
43:01:00,17,18
43:02:00,9,2
43:03:00,4,14
43:03:00,15,8
43:05:00,6,7
43:11:00,22,7
43:11:00,21,8
43:15:00,4,14
43:15:00,5,13
43:15:00,10,19
43:17:00,11,18
43:16:00,9,2
43:18:00,17,18
43:19:00,6,7
43:21:00,15,8
43:26:00,22,7
43:26:00,21,8
43:29:00,11,18
43:29:00,10,19
43:33:00,4,14
43:37:00,20,14
43:37:00,6,7
43:38:00,16,2
43:38:00,15,8
43:45:00,11,18
43:46:00,22,7
43:46:00,21,8
43:47:00,10,19
43:49:00,16,2
43:49:00,17,1
43:50:00,10,19
43:50:00,4,14
43:54:00,12,13
43:58:00,20,14
44:02:00,22,1
44:03:00,11,18
44:03:00,10,19
44:03:00,21,8
44:04:00,16,2
44:06:00,17,1
44:12:00,21,8
44:12:00,12,13
44:13:00,10,19
44:14:00,11,18
44:14:00,22,1
44:15:00,4,14
44:15:00,17,1
44:15:00,16,2
44:17:00,22,1
44:18:00,15,8
44:23:00,11,18
44:23:00,10,19
44:26:00,21,8
44:26:00,22,7
44:26:00,9,2
44:27:00,16,2
44:27:00,17,1
44:29:00,21,8
44:34:00,11,18
44:35:00,10,19
44:35:00,6,7
44:38:00,22,7
44:38:00,21,8
44:40:00,17,18
44:43:00,12,13
44:45:00,17,1
44:45:00,16,2
44:46:00,4,14
44:46:00,6,7
44:48:00,15,8
44:52:00,12,13
44:52:00,11,18
44:53:00,22,7
44:54:00,10,19
44:55:00,21,8
44:57:00,16,2
44:58:00,5,13
44:59:00,16,2
45:02:00,15,8
45:02:00,17,1
45:05:00,12,13
45:05:00,11,18
45:08:00,10,19
45:10:00,15,8
45:15:00,22,7
45:15:00,21,8
45:16:00,12,13
45:16:00,17,1
45:16:00,16,2
45:22:00,4,14
45:24:00,11,18
45:25:00,22,7
45:26:00,10,19
45:26:00,15,8
45:27:00,21,8
45:28:00,17,1
45:28:00,15,8
45:31:00,16,2
45:35:00,17,18
45:35:00,4,14
45:36:00,22,7
45:38:00,21,8
45:39:00,10,19
45:42:00,12,13
45:42:00,11,18
45:42:00,16,2
45:44:00,22,1
45:44:00,17,1
45:45:00,15,8
45:52:00,22,1
45:52:00,21,8
45:54:00,11,18
45:54:00,10,19
45:55:00,22,7
45:55:00,6,7
45:56:00,15,8
45:58:00,4,14
45:59:00,16,2
45:59:00,17,1
46:06:00,21,8
46:06:00,10,19
46:07:00,12,13
46:07:00,11,18
46:09:00,22,1
46:11:00,4,14
46:11:00,16,2
46:11:00,3,18
46:16:00,12,13
46:22:00,21,8
46:20:00,11,18
46:20:00,10,19
46:23:00,22,7
46:23:00,17,1
46:25:00,15,8
46:26:00,17,1
46:27:00,16,2
46:30:00,4,14
46:31:00,6,7
46:33:00,10,19
46:33:00,11,18
46:33:00,12,13
46:33:00,6,7
46:36:00,21,8
46:36:00,22,7
46:37:00,6,7
46:37:00,17,1
46:37:00,16,2
46:40:00,16,2
46:42:00,6,7
46:44:00,11,18
46:47:00,22,7
46:47:00,21,8
46:47:00,10,19
46:53:00,11,18
46:55:00,10,19
46:56:00,6,7
46:56:00,16,2
46:56:00,17,1
47:01:00,6,7
47:04:00,22,7
47:04:00,21,8
47:05:00,10,19
47:05:00,11,18
47:06:00,17,1
47:11:00,5,13
47:13:00,6,7
47:16:00,22,7
47:16:00,21,8
47:17:00,4,14
47:17:00,3,18
47:20:00,10,19
47:21:00,11,18
47:22:00,12,13
47:22:00,22,7
47:22:00,21,8
47:26:00,12,13
47:27:00,15,8
47:38:00,22,7
47:38:00,21,8
47:38:00,12,13
47:41:00,9,2
47:41:00,15,8
47:42:00,10,19
47:43:00,12,13
47:44:00,11,18
47:45:00,10,19
47:47:00,6,7
47:47:00,3,18
47:47:00,4,14
47:48:00,12,13
47:56:00,5,13
47:56:00,6,7
47:56:00,15,8
47:56:00,17,1
47:59:00,17,1
48:01:00,12,13
48:04:00,22,7
48:04:00,21,8
48:05:00,11,18
48:06:00,12,13
48:07:00,10,19
48:09:00,6,7
48:10:00,20,13
48:12:00,5,13
48:12:00,4,14
48:14:00,17,1
48:14:00,16,2
48:14:00,15,8
48:17:00,10,19
48:19:00,11,18
48:22:00,22,7
48:22:00,21,8
48:23:00,17,1
48:24:00,16,2
48:28:00,4,14
48:30:00,5,13
48:32:00,22,7
48:32:00,21,8
48:33:00,10,19
48:33:00,11,18
48:34:00,12,13
48:36:00,4,14
48:36:00,17,1
48:36:00,16,2
48:44:00,22,7
48:44:00,21,8
48:45:00,5,13
48:45:00,4,14
48:45:00,12,13
48:45:00,11,18
48:45:00,10,19
48:48:00,17,1
48:48:00,16,2
48:52:00,6,7
48:55:00,11,18
48:56:00,21,8
48:57:00,12,13
48:57:00,10,19
48:58:00,12,14
49:01:00,3,19
49:01:00,4,14
49:01:00,16,2
49:03:00,17,1
49:07:00,10,19
49:08:00,11,18
49:11:00,21,8
49:14:00,4,14
49:15:00,3,19
49:15:00,5,13
49:20:00,17,1
49:20:00,16,2
49:27:00,9,2
49:27:00,10,19
49:29:00,21,8
49:29:00,22,7
49:29:00,12,13
49:30:00,11,18
49:33:00,5,14
49:33:00,16,2
49:33:00,17,1
49:35:00,3,19
49:36:00,4,14
49:42:00,9,2
49:43:00,10,19
49:43:00,11,18
49:43:00,22,7
49:43:00,21,8
49:47:00,17,1
49:47:00,16,2
49:47:00,15,8
49:51:00,6,7
49:54:00,4,14
50:02:00,22,7
50:02:00,21,8
49:58:00,11,18
49:58:00,10,19
49:59:00,9,2
50:04:00,20,14
50:04:00,17,1
50:04:00,16,2
50:09:00,17,18
50:09:00,4,14
50:13:00,11,18
50:15:00,10,19
50:16:00,22,7
50:16:00,21,8
50:21:00,9,2
50:21:00,22,1
50:21:00,17,1
50:21:00,16,2
50:23:00,15,8
50:25:00,17,18
50:28:00,4,14
50:29:00,5,13
50:31:00,22,7
50:32:00,11,18
50:34:00,10,19
50:36:00,9,2
50:36:00,12,13
50:37:00,17,1
50:37:00,16,2
50:39:00,4,14
50:39:00,15,8
50:39:00,17,18
50:42:00,22,7
50:42:00,21,8
50:44:00,12,13
50:47:00,11,18
50:47:00,10,19
50:49:00,9,2
50:51:00,5,13
50:52:00,4,14
50:55:00,15,8
50:58:00,17,1
50:58:00,16,2
51:06:00,10,18
51:06:00,12,13
51:06:00,11,18
51:06:00,22,7
51:09:00,4,14
51:09:00,5,13
51:16:00,10,19
51:19:00,11,18
51:20:00,15,8
51:21:00,22,7
51:21:00,21,8
51:26:00,20,14
51:29:00,4,14
51:33:00,22,7
51:33:00,21,8
51:33:00,10,19
51:33:00,11,18
51:37:00,5,13